Date,Open,High,Low,Close,Adj Close,Volume
2010-11-04,110.900002,111.800003,110.739998,111.720001,96.341713,49000
2010-11-05,111.900002,112.300003,111.680000,112.160004,96.721138,48300
2010-11-08,111.879997,112.080002,111.500000,112.019997,96.600403,43400
2010-11-09,112.180000,112.300003,110.800003,111.139999,95.841537,35700
2010-11-10,111.160004,111.599998,110.320000,111.559998,96.203728,28200
2010-11-11,110.680000,111.279999,110.419998,111.199997,95.893303,24000
2010-11-12,110.400002,110.860001,109.379997,109.820000,94.703232,39400
2010-11-15,110.300003,110.519997,109.639999,109.720001,94.617004,202700
2010-11-16,109.019997,109.019997,107.480003,107.959999,93.099258,32800
2010-11-17,108.059998,108.459999,107.779999,108.040001,93.168259,42400
2010-11-18,109.080002,109.919998,109.080002,109.639999,94.548027,26100
2010-11-19,109.500000,109.940002,109.040001,109.900002,94.772209,20200
2010-11-22,109.419998,109.800003,108.580002,109.800003,94.685997,25300
2010-11-23,108.559998,108.639999,107.919998,108.260002,93.357971,142400
2010-11-24,108.940002,109.779999,108.940002,109.660004,94.565254,30100
2010-11-26,108.959999,109.400002,108.820000,109.040001,94.030594,32600
2010-11-29,108.360001,109.160004,107.660004,108.940002,93.944366,46000
2010-11-30,107.959999,108.860001,107.820000,108.180000,93.288986,91900
2010-12-01,109.919998,110.739998,109.879997,110.620003,95.393112,33300
2010-12-02,110.739998,112.099998,110.739998,112.059998,96.634903,60600
2010-12-03,111.660004,112.459999,111.639999,112.339996,96.876350,184100
2010-12-06,112.160004,112.419998,112.000000,112.199997,96.755615,64100
2010-12-07,113.339996,113.379997,112.199997,112.239998,96.790115,109000
2010-12-08,112.400002,112.739998,111.959999,112.699997,97.186813,69000
2010-12-09,113.339996,113.339996,112.660004,113.120003,97.548973,54800
2010-12-10,113.480003,113.879997,113.220001,113.800003,98.135406,73900
2010-12-13,114.320000,114.440002,113.820000,113.860001,98.187157,77000
2010-12-14,114.120003,114.360001,113.660004,113.919998,98.238899,59600
2010-12-15,113.739998,114.199997,113.239998,113.419998,97.807693,43600
2010-12-16,113.559998,114.160004,113.120003,114.080002,98.376846,60600
2010-12-17,114.000000,114.339996,113.820000,114.239998,98.514809,59100
2010-12-20,114.580002,114.739998,113.959999,114.480003,98.721786,72600
2010-12-21,114.860001,115.300003,114.779999,115.180000,99.325447,76200
2010-12-22,115.339996,115.599998,115.239998,115.599998,99.687614,108200
2010-12-23,115.440002,115.519997,115.160004,115.419998,99.532387,57400
2010-12-27,114.459999,115.019997,114.400002,114.980003,99.606895,71800
2010-12-28,115.220001,115.220001,114.800003,115.099998,99.710838,56600
2010-12-29,115.320000,115.440002,115.199997,115.199997,99.797478,53600
2010-12-30,115.120003,115.260002,114.879997,115.019997,99.641579,78900
2010-12-31,114.860001,115.139999,114.680000,115.139999,99.745499,145700
2011-01-03,115.940002,116.660004,115.900002,116.220001,100.681122,119200
2011-01-04,116.559998,116.559998,115.500000,116.120003,100.594490,108300
2011-01-05,115.860001,116.800003,115.720001,116.739998,101.131577,717700
2011-01-06,116.839996,116.919998,116.220001,116.540001,100.958321,72400
2011-01-07,116.699997,116.860001,115.480003,116.300003,100.750404,82200
2011-01-10,115.879997,116.279999,115.480003,116.199997,100.663773,124500
2011-01-11,116.660004,116.839996,116.120003,116.580002,100.992981,131700
2011-01-12,117.320000,117.720001,117.099998,117.620003,101.893921,107300
2011-01-13,117.680000,117.739998,117.160004,117.459999,101.755310,96000
2011-01-14,117.300003,118.339996,117.260002,118.300003,102.483017,193400
2011-01-18,118.260002,118.580002,118.040001,118.500000,102.656273,194900
2011-01-19,118.440002,118.500000,117.019997,117.320000,101.634026,111900
2011-01-20,117.080002,117.379997,116.320000,117.180000,101.512756,103400
2011-01-21,117.900002,118.139999,117.320000,117.440002,101.737999,117900
2011-01-24,117.400002,118.199997,117.379997,118.160004,102.361740,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,102.327095,226500
2011-01-26,118.440002,118.940002,118.239998,118.739998,102.864197,109200
2011-01-27,118.680000,119.099998,118.480003,118.900002,103.002792,297200
2011-01-28,119.080002,119.220001,116.680000,116.800003,101.183571,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,101.963226,140500
2011-02-01,118.480003,119.779999,118.379997,119.540001,103.557220,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,103.383965,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,103.643852,72200
2011-02-04,119.699997,120.019997,119.139999,119.959999,103.921074,97000
2011-02-07,120.300003,121.120003,120.260002,120.720001,104.579445,118000
2011-02-08,120.879997,121.300003,120.599998,121.279999,105.064583,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,104.804695,139600
2011-02-10,120.400002,121.160004,120.160004,121.019997,104.839325,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,105.497719,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,105.757622,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,105.376434,82100
2011-02-16,122.099998,122.599998,121.980003,122.419998,106.052147,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,106.450645,158200
2011-02-18,122.959999,123.220001,122.680000,123.080002,106.623924,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,104.440842,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,103.851746,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,103.747810,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,104.873985,106300
2011-02-28,121.540001,121.940002,121.160004,121.779999,105.497719,208300
2011-03-01,122.279999,122.300003,119.699997,119.699997,103.695847,235300
2011-03-02,119.620003,120.559998,119.500000,120.040001,103.990379,176300
2011-03-03,121.080002,122.239998,121.080002,122.099998,105.774925,136400
2011-03-04,122.059998,122.059998,120.400002,121.199997,104.995270,168200
2011-03-07,121.599998,121.739998,119.599998,120.139999,104.076996,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,105.047264,106300
2011-03-09,121.059998,121.379997,120.500000,121.120003,104.925957,116400
2011-03-10,119.879997,119.879997,118.760002,118.900002,103.002792,267800
2011-03-11,118.400002,120.139999,118.400002,119.699997,103.695847,134300
2011-03-14,118.959999,119.260002,118.059998,119.000000,103.089424,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,101.945908,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,100.005402,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,101.252861,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,101.686020,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,103.228035,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,102.864197,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,103.193375,204100
2011-03-24,119.820000,120.379997,119.199997,120.239998,104.163620,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,104.473396,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,104.247169,166100
2011-03-29,119.699997,120.620003,119.300003,120.580002,104.925903,110900
2011-03-30,121.239998,121.739998,121.120003,121.400002,105.639450,105500
2011-03-31,121.300003,121.559998,121.099998,121.239998,105.500229,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,105.987526,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,106.039711,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,106.039711,204900
2011-04-06,122.480003,122.500000,121.779999,122.220001,106.352989,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,106.161537,107100
2011-04-08,122.500000,122.519997,121.019997,121.540001,105.761284,86800
2011-04-11,121.680000,122.019997,120.919998,121.120003,105.395805,139600
2011-04-12,120.500000,120.599998,119.800003,120.239998,104.630043,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,104.664833,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,104.682251,78400
2011-04-15,120.500000,121.040001,120.220001,120.720001,105.047729,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,103.899101,151600
2011-04-19,119.620003,120.139999,119.320000,120.139999,104.543022,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,105.952713,173200
2011-04-21,122.379997,122.379997,121.940002,122.300003,106.422615,197800
2011-04-25,122.320000,122.400002,121.820000,122.180000,106.318176,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,107.240562,85000
2011-04-27,123.559998,124.239998,123.000000,124.040001,107.936691,72800
2011-04-28,123.900002,124.599998,123.860001,124.440002,108.284813,66000
2011-04-29,124.500000,124.879997,124.419998,124.800003,108.598030,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,108.354408,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,108.006325,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,107.275391,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,106.335594,98900
2011-05-06,123.480003,124.000000,122.279999,122.779999,106.840279,138500
2011-05-09,122.800003,123.580002,122.580002,123.279999,107.275391,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,108.162956,175500
2011-05-11,124.120003,124.120003,122.419998,122.980003,107.014343,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,107.588654,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,106.648857,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,105.987526,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,105.970108,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,106.962128,70500
2011-05-19,123.339996,123.459999,122.639999,123.080002,107.101364,266600
2011-05-20,122.860001,123.000000,122.000000,122.260002,106.387802,95400
2011-05-23,120.699997,121.160004,120.400002,120.800003,105.117348,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,105.030304,89600
2011-05-25,120.160004,121.500000,120.160004,121.099998,105.378387,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,105.796082,60400
2011-05-27,121.980003,122.400002,121.860001,122.120003,106.265968,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,107.327591,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,104.943298,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,104.821465,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,103.812073,148400
2011-06-06,119.059998,119.180000,117.940002,118.040001,102.715652,113200
2011-06-07,118.519997,118.940002,117.860001,117.879997,102.576424,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,102.158737,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,102.941917,43300
2011-06-10,117.839996,117.860001,116.400002,116.639999,101.497398,106700
2011-06-13,116.900002,117.220001,116.180000,116.720001,101.567017,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,102.872299,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,101.079712,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,101.271141,66000
2011-06-17,117.480003,117.500000,116.379997,116.699997,101.549606,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,102.123932,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,103.516220,132400
2011-06-22,118.660004,119.260002,118.199997,118.260002,102.907112,106000
2011-06-23,116.839996,117.900002,116.000000,117.860001,102.559036,260700
2011-06-24,117.320000,117.360001,115.800003,116.000000,101.431030,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,102.287964,77800
2011-06-28,117.480003,118.519997,117.360001,118.480003,103.599579,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,104.526428,125300
2011-06-30,119.940002,120.839996,119.820000,120.680000,105.523247,124800
2011-07-01,120.739998,122.599998,120.540001,122.500000,107.114677,139500
2011-07-05,122.400002,122.599998,122.000000,122.300003,106.939796,91800
2011-07-06,122.080002,122.639999,121.760002,122.480003,107.097198,94800
2011-07-07,123.580002,124.099998,123.379997,123.820000,108.268898,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,107.534393,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,105.540733,92700
2011-07-12,120.459999,121.419998,120.160004,120.160004,105.068588,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,105.435837,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,104.753777,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,105.330879,40300
2011-07-18,119.940002,120.019997,118.559998,119.440002,104.439003,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,106.135353,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,106.135353,90700
2011-07-21,122.000000,123.239998,121.779999,123.000000,107.551880,234200
2011-07-22,123.000000,123.199997,122.400002,123.099998,107.639305,90200
2011-07-25,121.879997,123.000000,121.800003,122.400002,107.027229,183600
2011-07-26,122.320000,122.500000,121.680000,121.879997,106.572540,138800
2011-07-27,121.199997,121.239998,119.300003,119.459999,104.456474,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,104.159187,169100
2011-07-29,117.959999,119.360001,117.440002,118.199997,103.354736,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,102.987457,435900
2011-08-02,116.959999,117.500000,114.779999,114.839996,100.416740,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,100.923882,380500
2011-08-04,113.879997,113.959999,109.839996,110.019997,96.202103,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,95.992256,538400
2011-08-08,106.019997,108.239998,102.540001,102.739998,89.836433,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,93.858704,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,89.783966,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,93.718773,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,94.470764,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,96.411957,225900
2011-08-16,109.220001,110.360001,108.239998,109.320000,95.590019,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,95.694939,160500
2011-08-18,106.580002,106.699997,103.739998,104.900002,91.725166,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,89.976334,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,90.046280,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,93.159172,301900
2011-08-24,106.320000,108.080002,106.059998,108.000000,94.435806,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,93.019249,294100
2011-08-26,105.660004,108.279999,104.019997,107.779999,94.243431,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,96.989067,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,97.163933,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,97.653610,214900
2011-09-01,111.739998,112.800003,110.540001,110.599998,96.709244,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,94.208450,150300
2011-09-06,104.720001,107.139999,104.639999,107.000000,93.561371,197900
2011-09-07,108.720001,110.040001,108.300003,110.019997,96.202103,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,95.187782,115600
2011-09-09,107.660004,107.940002,105.440002,106.000000,92.686989,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,93.351540,161300
2011-09-13,107.099998,108.059998,106.379997,107.639999,94.121002,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,95.450089,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,97.094002,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,97.671089,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,96.761703,82100
2011-09-20,111.120003,112.139999,110.440002,110.480003,96.604324,154500
2011-09-21,110.599998,110.860001,107.139999,107.139999,93.683815,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,90.745819,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,91.167862,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,93.383766,193800
2011-09-27,108.440002,109.279999,106.860001,107.419998,94.456535,617500
2011-09-28,107.699997,108.239998,105.080002,105.279999,92.574791,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,93.243073,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,91.027206,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,88.230949,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,90.165459,285600
2011-10-05,102.879997,104.820000,102.000000,104.580002,91.959267,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,93.735489,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,93.014427,627100
2011-10-10,107.739998,109.360001,107.660004,109.360001,96.162437,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,96.127235,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,97.006569,509100
2011-10-13,109.699997,110.440002,108.900002,110.160004,96.865883,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,98.466232,423400
2011-10-17,111.480003,111.599998,109.639999,109.879997,96.619659,309600
2011-10-18,109.839996,112.839996,109.000000,112.080002,98.554153,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,97.323128,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,97.762772,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,99.644524,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,100.910728,138500
2011-10-25,114.180000,114.180000,112.239998,112.540001,98.958641,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,99.908340,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,103.355247,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,103.460777,693600
2011-10-31,116.260002,116.339996,114.639999,114.639999,100.805229,153400
2011-11-01,111.540001,112.900002,111.160004,111.599998,98.132095,307100
2011-11-02,113.260002,113.760002,112.320000,113.360001,99.679703,122600
2011-11-03,114.639999,115.680000,113.040001,115.459999,101.526268,173600
2011-11-04,114.459999,114.900002,113.419998,114.800003,100.945892,147400
2011-11-07,114.639999,115.519997,113.639999,115.459999,101.526268,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,102.739731,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,99.029007,246800
2011-11-10,114.099998,114.199997,112.620003,113.639999,99.925903,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,101.877983,132600
2011-11-14,115.419998,115.480003,114.220001,114.739998,100.893143,359500
2011-11-15,114.519997,115.919998,114.120003,115.339996,101.420738,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,99.785217,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,98.184845,989900
2011-11-18,112.019997,112.180000,111.099998,111.500000,98.044159,188100
2011-11-21,109.900002,110.059998,108.480003,109.500000,96.285530,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,95.775513,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,93.753075,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,93.471695,75600
2011-11-28,109.260002,109.820000,108.639999,109.480003,96.267937,155500
2011-11-29,109.760002,110.500000,109.400002,109.800003,96.549309,134900
2011-11-30,112.900002,114.480003,112.620003,114.300003,100.506233,424400
2011-12-01,114.139999,114.839996,113.820000,114.220001,100.435928,107300
2011-12-02,115.400002,115.680000,114.139999,114.160004,100.383141,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,101.473495,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,101.561424,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,101.895569,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,99.697281,93400
2011-12-09,113.879997,115.540001,113.800003,115.300003,101.385597,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,99.925903,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,98.976227,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,97.868301,945100
2011-12-15,112.519997,112.620003,111.559998,111.720001,98.237617,82500
2011-12-16,112.519997,113.099998,111.639999,111.800003,98.307953,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,97.305519,454100
2011-12-20,112.339996,114.160004,112.339996,113.959999,100.207283,143800
2011-12-21,113.900002,114.379997,113.019997,114.300003,100.506233,182600
2011-12-22,114.699997,115.379997,114.500000,115.379997,101.455933,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,102.257347,256400
2011-12-27,115.379997,118.000000,115.360001,115.720001,102.363503,388600
2011-12-28,115.720001,115.720001,114.099998,114.300003,101.107391,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,102.027367,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,101.638138,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,103.141922,163200
2012-01-04,116.440002,116.919998,115.959999,116.800003,103.318848,448400
2012-01-05,116.279999,117.300003,115.680000,117.180000,103.654999,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,103.442673,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,103.601906,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,104.486504,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,104.592636,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,104.822632,202200
2012-01-13,117.699997,118.000000,116.820000,118.000000,104.380333,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,104.663391,324200
2012-01-18,118.320000,119.639999,118.099998,119.639999,105.831039,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,106.397171,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,106.397171,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,106.503334,130900
2012-01-24,119.680000,120.300003,119.480003,120.220001,106.344116,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,107.281761,254000
2012-01-26,121.860001,122.000000,120.160004,120.660004,106.733330,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,106.591805,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,106.237946,329600
2012-01-31,120.800003,120.919998,119.599998,120.040001,106.184883,157400
2012-02-01,121.000000,121.739998,120.860001,121.180000,107.193314,99000
2012-02-02,121.440002,121.660004,120.959999,121.419998,107.405602,143000
2012-02-03,122.599998,123.139999,122.379997,123.139999,108.927078,223100
2012-02-06,122.580002,123.019997,122.400002,122.959999,108.767853,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,109.103989,164200
2012-02-08,123.400002,123.699997,122.879997,123.599998,109.333969,259700
2012-02-09,123.900002,124.019997,123.139999,123.739998,109.457817,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,108.714767,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,109.546280,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,109.387054,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,108.909401,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,110.094704,438500
2012-02-17,124.900002,124.919998,124.320000,124.760002,110.360107,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,110.430847,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,110.059334,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,110.590088,328000
2012-02-24,125.279999,125.500000,125.000000,125.199997,110.749306,162900
2012-02-27,124.440002,125.800003,124.220001,125.419998,110.943909,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,111.333138,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,110.731613,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,111.456978,193400
2012-03-02,125.959999,126.059998,125.360001,125.660004,111.156219,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,110.678551,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,108.944763,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,109.811676,170300
2012-03-08,124.919998,125.599998,124.639999,125.339996,110.873154,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,111.297752,152900
2012-03-12,125.860001,126.019997,125.419998,125.879997,111.350822,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,113.349976,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,113.261513,709900
2012-03-15,128.220001,128.800003,127.879997,128.699997,113.845329,501600
2012-03-16,129.020004,129.100006,128.699997,128.880005,114.004578,272200
2012-03-19,128.880005,129.839996,128.759995,129.419998,114.482246,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,114.163788,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,113.986877,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,113.102303,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,113.544594,111900
2012-03-26,128.679993,129.520004,128.660004,129.520004,115.081741,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,114.761856,573500
2012-03-28,129.119995,129.279999,127.800003,128.539993,114.210968,201300
2012-03-29,127.779999,128.460007,127.260002,128.320007,114.015511,2612000
2012-03-30,128.919998,129.039993,128.240005,128.740005,114.388672,270700
2012-04-02,128.740005,130.119995,128.479996,129.779999,115.312744,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,114.868492,333800
2012-04-04,128.259995,128.380005,127.540001,127.919998,113.660072,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,113.624542,722300
